iteration,plc,namespace,ip,sensor_written_count,sensor_skipped_count,actuator_count,sensor_skipped,actuator.PLC4_PU10,actuator.PLC4_PU10.coil_index,actuator.PLC4_PU11,actuator.PLC4_PU11.coil_index,actuator.PLC4_PU8,actuator.PLC4_PU8.coil_index,sensor.PLC4_T3,sensor.PLC4_T3.md_index,sensor.PLC4_T4,sensor.PLC4_T4.md_index,tag.PU10,tag.PU11,tag.PU8,sensor.PLC9_T7,sensor.PLC9_T7.md_index,sensor.PLC8_T6,sensor.PLC8_T6.md_index,sensor.PLC7_T5,sensor.PLC7_T5.md_index,sensor.PLC3_J14,sensor.PLC3_J14.md_index,sensor.PLC3_J256,sensor.PLC3_J256.md_index,sensor.PLC3_J289,sensor.PLC3_J289.md_index,sensor.PLC3_J300,sensor.PLC3_J300.md_index,sensor.PLC3_J415,sensor.PLC3_J415.md_index,sensor.PLC3_J422,sensor.PLC3_J422.md_index,sensor.PLC3_PU4F,sensor.PLC3_PU4F.md_index,sensor.PLC3_PU5F,sensor.PLC3_PU5F.md_index,sensor.PLC3_PU6F,sensor.PLC3_PU6F.md_index,sensor.PLC3_PU7F,sensor.PLC3_PU7F.md_index,sensor.PLC3_T2,sensor.PLC3_T2.md_index,sensor.PLC3_V2F,sensor.PLC3_V2F.md_index,actuator.PLC2_PU4,actuator.PLC2_PU4.coil_index,actuator.PLC2_PU5,actuator.PLC2_PU5.coil_index,actuator.PLC2_PU6,actuator.PLC2_PU6.coil_index,actuator.PLC2_PU7,actuator.PLC2_PU7.coil_index,actuator.PLC2_V2,actuator.PLC2_V2.coil_index,sensor.PLC2_T1,sensor.PLC2_T1.md_index,tag.PU4,tag.PU5,tag.PU6,tag.PU7,tag.V2,actuator.PLC1_PU1,actuator.PLC1_PU1.coil_index,actuator.PLC1_PU2,actuator.PLC1_PU2.coil_index,sensor.PLC1_J269,sensor.PLC1_J269.md_index,sensor.PLC1_J280,sensor.PLC1_J280.md_index,sensor.PLC1_PU1F,sensor.PLC1_PU1F.md_index,sensor.PLC1_PU2F,sensor.PLC1_PU2F.md_index,tag.PU1,tag.PU2,sensor.PLC5_J302,sensor.PLC5_J302.md_index,sensor.PLC5_J306,sensor.PLC5_J306.md_index,sensor.PLC5_J307,sensor.PLC5_J307.md_index,sensor.PLC5_J317,sensor.PLC5_J317.md_index,sensor.PLC5_PU10F,sensor.PLC5_PU10F.md_index,sensor.PLC5_PU11F,sensor.PLC5_PU11F.md_index,sensor.PLC5_PU8F,sensor.PLC5_PU8F.md_index
43,PLC1,ns-plc1,192.168.1.1,4,1,2,PLC2_T1:non-local source prefix PLC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,True,1,35.34373176648168,5,2.975686178340816,4,95.58353281530255,2,95.60223396310161,3,True,True,,,,,,,,,,,,,,
44,PLC8,ns-plc8,192.168.8.1,1,0,0,,,,,,,,,,,,,,,,,5.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PLC9,ns-plc9,192.168.9.1,1,0,0,,,,,,,,,,,,,,,3.581973870163054,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PLC4,ns-plc4,192.168.4.1,2,2,3,PLC7_T5:non-local source prefix PLC7 | PLC9_T7:non-local source prefix PLC9,True,1,False,2,True,0,4.712836591994574,3,4.345101128247592,4,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PLC1,ns-plc1,192.168.1.1,4,1,2,PLC2_T1:non-local source prefix PLC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,True,1,35.34304259265477,5,2.975685573481575,4,95.58482159232221,2,95.6035231171073,3,True,True,,,,,,,,,,,,,,
44,PLC2,ns-plc2,192.168.2.1,1,3,5,PLC3_T2:non-local source prefix PLC3 | PLC4_T3:non-local source prefix PLC4 | PLC4_T4:non-local source prefix PLC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2,False,3,True,4,True,0,2.7312969864754706,4,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PLC5,ns-plc5,192.168.5.1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.162015556997588,4,85.67074270713432,5,22.065926448384953,6,77.07856034229198,7,28.378379254772284,2,0.0,3,34.091254575433,1
44,PLC3,ns-plc3,192.168.3.1,12,0,0,,,,,,,,,,,,,,,,,,,,,29.167649229635845,7,92.98952503105845,4,26.20759868598241,5,26.152939783092858,3,89.38975697904208,6,28.26764812448782,8,32.09857294866897,9,0.0,10,0.0,11,46.85187243846814,12,1.2220931472456158,1,102.67216706958493,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PLC7,ns-plc7,192.168.7.1,1,0,0,,,,,,,,,,,,,,,,,,,3.2932701791134065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PLC8,ns-plc8,192.168.8.1,1,0,0,,,,,,,,,,,,,,,,,5.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PLC7,ns-plc7,192.168.7.1,1,0,0,,,,,,,,,,,,,,,,,,,3.3592388896943106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PLC3,ns-plc3,192.168.3.1,12,0,0,,,,,,,,,,,,,,,,,,,,,29.184183220269524,7,93.02485800198632,4,26.22541389887323,5,26.170786370969374,3,89.44169100289687,6,28.284182116520512,8,32.087301370018984,9,0.0,10,0.0,11,46.832484625986396,12,1.243077065440417,1,102.54219386482077,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PLC5,ns-plc5,192.168.5.1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.169284979026127,4,85.7118915117624,5,22.073353936894982,6,77.16084650249027,7,28.353163163915983,2,0.0,3,34.070940428500485,1
45,PLC1,ns-plc1,192.168.1.1,4,1,2,PLC2_T1:non-local source prefix PLC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,True,1,35.342376114683,5,2.975684980786605,4,95.58606790697645,2,95.60476979632907,3,True,True,,,,,,,,,,,,,,
45,PLC2,ns-plc2,192.168.2.1,1,3,5,PLC3_T2:non-local source prefix PLC3 | PLC4_T3:non-local source prefix PLC4 | PLC4_T4:non-local source prefix PLC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2,False,3,True,4,True,0,2.726294447267975,4,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PLC9,ns-plc9,192.168.9.1,1,0,0,,,,,,,,,,,,,,,3.698565944479114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PLC4,ns-plc4,192.168.4.1,2,2,3,PLC7_T5:non-local source prefix PLC7 | PLC9_T7:non-local source prefix PLC9,True,1,False,2,True,0,4.760960965558638,3,4.413317055297313,4,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PLC9,ns-plc9,192.168.9.1,1,0,0,,,,,,,,,,,,,,,3.814969044933278,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PLC8,ns-plc8,192.168.8.1,1,0,0,,,,,,,,,,,,,,,,,5.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PLC4,ns-plc4,192.168.4.1,2,2,3,PLC7_T5:non-local source prefix PLC7 | PLC9_T7:non-local source prefix PLC9,True,1,False,2,True,0,4.809062498074837,3,4.4814783019120625,4,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PLC5,ns-plc5,192.168.5.1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.17658497906502,4,85.75301979835893,5,22.08081175959881,6,77.24300864807051,7,28.327967516298934,2,0.0,3,34.050643031250935,1
46,PLC7,ns-plc7,192.168.7.1,1,0,0,,,,,,,,,,,,,,,,,,,3.425152707535716,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PLC3,ns-plc3,192.168.3.1,12,0,0,,,,,,,,,,,,,,,,,,,,,29.200667878507346,7,93.06015479337202,4,26.243174977076205,5,26.18857887289513,3,89.49358244045439,6,28.300666776151775,8,32.07601368536584,9,0.0,10,0.0,11,46.81307745864112,12,1.2639731204625093,1,102.41273815773866,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PLC1,ns-plc1,192.168.1.1,4,1,2,PLC2_T1:non-local source prefix PLC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,True,1,35.34173418286342,5,2.975684417552751,4,95.58726832907762,2,95.6059705695758,3,True,True,,,,,,,,,,,,,,
46,PLC2,ns-plc2,192.168.2.1,1,3,5,PLC3_T2:non-local source prefix PLC3 | PLC4_T3:non-local source prefix PLC4 | PLC4_T4:non-local source prefix PLC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2,False,3,True,4,True,0,2.721361304054369,4,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PLC7,ns-plc7,192.168.7.1,1,0,0,,,,,,,,,,,,,,,,,,,3.491011677898726,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PLC8,ns-plc8,192.168.8.1,1,0,0,,,,,,,,,,,,,,,,,5.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PLC2,ns-plc2,192.168.2.1,1,3,5,PLC3_T2:non-local source prefix PLC3 | PLC4_T3:non-local source prefix PLC4 | PLC4_T4:non-local source prefix PLC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2,False,3,False,4,True,0,2.7164973037232585,4,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PLC9,ns-plc9,192.168.9.1,1,0,0,,,,,,,,,,,,,,,3.9311833327107877,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PLC1,ns-plc1,192.168.1.1,4,1,2,PLC2_T1:non-local source prefix PLC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,True,1,35.3411196083618,5,2.97568387622341,4,95.58841758358909,2,95.60712016026719,3,True,True,,,,,,,,,,,,,,
47,PLC5,ns-plc5,192.168.5.1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.183915005036845,4,85.79412736888186,5,22.088299353055927,6,77.32504473852963,7,28.302792898191058,2,0.0,3,34.030362211334015,1
47,PLC3,ns-plc3,192.168.3.1,12,0,0,,,,,,,,,,,,,,,,,,,,,29.21709994161073,7,93.09541416765504,4,26.260878956307604,5,26.206314357860425,3,89.545394168595,6,28.31709884064273,8,32.06470878343832,9,0.0,10,0.0,11,46.793670327156484,12,1.284781839039212,1,102.28382811695269,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PLC4,ns-plc4,192.168.4.1,2,2,3,PLC7_T5:non-local source prefix PLC7 | PLC9_T7:non-local source prefix PLC9,True,1,False,2,True,0,4.857141156886115,3,4.549584915863477,4,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PLC1,ns-plc1,192.168.1.1,4,1,2,PLC2_T1:non-local source prefix PLC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,True,1,35.5105379995956,5,2.975833018892186,4,95.27141776755565,2,95.2900276913228,3,True,True,,,,,,,,,,,,,,
48,PLC4,ns-plc4,192.168.4.1,2,2,3,PLC7_T5:non-local source prefix PLC7 | PLC9_T7:non-local source prefix PLC9,True,1,False,2,True,0,4.90519690716458,3,4.617636735840051,4,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PLC7,ns-plc7,192.168.7.1,1,0,0,,,,,,,,,,,,,,,,,,,3.5568158455779013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PLC8,ns-plc8,192.168.8.1,1,0,0,,,,,,,,,,,,,,,,,5.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PLC9,ns-plc9,192.168.9.1,1,0,0,,,,,,,,,,,,,,,4.047208957330554,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PLC2,ns-plc2,192.168.2.1,1,3,5,PLC3_T2:non-local source prefix PLC3 | PLC4_T3:non-local source prefix PLC4 | PLC4_T4:non-local source prefix PLC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2,False,3,False,4,True,0,2.7117021907285306,4,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PLC3,ns-plc3,192.168.3.1,12,0,0,,,,,,,,,,,,,,,,,,,,,31.03748793323007,7,94.07093947541942,4,28.54533106451889,5,28.45067090053859,3,69.73959859412226,6,30.137486961875478,8,32.87171706047205,9,0.0,10,0.0,11,0.0,12,1.305503670920885,1,90.2422832039349,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PLC5,ns-plc5,192.168.5.1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25739633344715,4,85.86315233158844,5,22.16186242741839,6,77.43725123636935,7,28.289715038738684,2,0.0,3,34.03299706760053,1
49,PLC8,ns-plc8,192.168.8.1,1,0,0,,,,,,,,,,,,,,,,,5.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PLC9,ns-plc9,192.168.9.1,1,0,0,,,,,,,,,,,,,,,4.164306514909754,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PLC3,ns-plc3,192.168.3.1,12,0,0,,,,,,,,,,,,,,,,,,,,,31.07009245319549,7,94.11406636141812,4,28.579443697479856,5,28.484813578645387,3,69.67575545040056,6,30.170091484291824,8,32.86608344200033,9,0.0,10,0.0,11,0.0,12,1.3562527730575766,1,90.0145834190198,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PLC1,ns-plc1,192.168.1.1,4,1,2,PLC2_T1:non-local source prefix PLC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,True,1,35.513577999565406,5,2.9758356916521573,4,95.26572621570558,2,95.2843344773128,3,True,True,,,,,,,,,,,,,,
49,PLC5,ns-plc5,192.168.5.1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.26754148467582,4,85.9054258656848,5,22.17214219342596,6,77.51118743757004,7,28.2681911266557,2,0.0,3,34.01370672839946,1
49,PLC7,ns-plc7,192.168.7.1,1,0,0,,,,,,,,,,,,,,,,,,,3.6226271251204167,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PLC2,ns-plc2,192.168.2.1,1,3,5,PLC3_T2:non-local source prefix PLC3 | PLC4_T3:non-local source prefix PLC4 | PLC4_T4:non-local source prefix PLC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2,False,3,False,4,True,0,2.711358762859277,4,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PLC4,ns-plc4,192.168.4.1,2,2,3,PLC7_T5:non-local source prefix PLC7 | PLC9_T7:non-local source prefix PLC9,True,1,False,2,True,0,4.954887790966154,3,4.553769938504701,4,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PLC7,ns-plc7,192.168.7.1,1,0,0,,,,,,,,,,,,,,,,,,,3.688386278106776,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PLC8,ns-plc8,192.168.8.1,1,0,0,,,,,,,,,,,,,,,,,5.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PLC3,ns-plc3,192.168.3.1,12,0,0,,,,,,,,,,,,,,,,,,,,,31.156118820863266,7,94.60038725942704,4,28.665350278338064,5,28.572056357548682,3,69.89491493048362,6,30.256117849772206,8,32.614683212278855,9,0.0,10,0.0,11,0.0,12,1.406805438454029,1,90.21779984936984,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PLC2,ns-plc2,192.168.2.1,1,3,5,PLC3_T2:non-local source prefix PLC3 | PLC4_T3:non-local source prefix PLC4 | PLC4_T4:non-local source prefix PLC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2,False,3,False,4,True,0,2.7111155896361367,4,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PLC4,ns-plc4,192.168.4.1,2,2,3,PLC7_T5:non-local source prefix PLC7 | PLC9_T7:non-local source prefix PLC9,True,1,False,2,True,0,5.004567257140238,3,4.489903154587836,4,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PLC9,ns-plc9,192.168.9.1,1,0,0,,,,,,,,,,,,,,,4.280072815635663,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PLC1,ns-plc1,192.168.1.1,4,1,2,PLC2_T1:non-local source prefix PLC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,True,1,35.639972323701365,5,2.9759467930213948,4,95.02897819012475,2,95.04751735634935,3,True,True,,,,,,,,,,,,,,
50,PLC5,ns-plc5,192.168.5.1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.31882364088699,4,85.70414590069413,5,22.22353427322596,6,77.61451394370667,7,28.250592670760124,2,0.0,3,34.16466063541113,1
51,PLC1,ns-plc1,192.168.1.1,4,1,2,PLC2_T1:non-local source prefix PLC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,True,1,35.64447537670627,5,2.9759507539202623,4,95.02053970152176,2,95.0390764065225,3,True,True,,,,,,,,,,,,,,
51,PLC5,ns-plc5,192.168.5.1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.33107922055561,4,85.74572873212,5,22.2359245308205,6,77.69054179228358,7,28.2290330971629,2,0.0,3,34.1471260793903,1
51,PLC7,ns-plc7,192.168.7.1,1,0,0,,,,,,,,,,,,,,,,,,,3.751196068570664,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PLC2,ns-plc2,192.168.2.1,1,3,5,PLC3_T2:non-local source prefix PLC3 | PLC4_T3:non-local source prefix PLC4 | PLC4_T4:non-local source prefix PLC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2,False,3,False,4,True,0,2.712685914835589,4,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PLC9,ns-plc9,192.168.9.1,1,0,0,,,,,,,,,,,,,,,4.396657230229096,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PLC4,ns-plc4,192.168.4.1,2,2,3,PLC7_T5:non-local source prefix PLC7 | PLC9_T7:non-local source prefix PLC9,True,1,False,2,True,0,5.055240466278562,3,4.430260239495141,4,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PLC3,ns-plc3,192.168.3.1,12,0,0,,,,,,,,,,,,,,,,,,,,,31.189744395401053,7,94.6444008499405,4,28.700414129516002,5,28.60715010857117,3,69.8352894458676,6,30.289743426645867,8,32.60903920005549,9,0.0,10,0.0,11,0.0,12,1.4577602607135987,1,90.00078884628238,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PLC8,ns-plc8,192.168.8.1,1,0,0,,,,,,,,,,,,,,,,,5.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PLC9,ns-plc9,192.168.9.1,1,0,0,,,,,,,,,,,,,,,4.512130063518484,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PLC2,ns-plc2,192.168.2.1,1,3,5,PLC3_T2:non-local source prefix PLC3 | PLC4_T3:non-local source prefix PLC4 | PLC4_T4:non-local source prefix PLC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2,False,3,False,4,True,0,2.714349513373179,4,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PLC3,ns-plc3,192.168.3.1,12,0,0,,,,,,,,,,,,,,,,,,,,,31.223337003235173,7,94.68838936395224,4,28.735434759481645,5,28.64220070127179,3,69.77564606384584,6,30.323336036805824,8,32.60338208746797,9,0.0,10,0.0,11,0.0,12,1.5085281177536132,1,89.78471062673066,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PLC4,ns-plc4,192.168.4.1,2,2,3,PLC7_T5:non-local source prefix PLC7 | PLC9_T7:non-local source prefix PLC9,True,1,False,2,True,0,5.105902236628808,3,4.370617532260013,4,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PLC8,ns-plc8,192.168.8.1,1,0,0,,,,,,,,,,,,,,,,,5.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PLC5,ns-plc5,192.168.5.1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.34396176348681,4,85.78754192415074,5,22.2489558434055,6,77.77382609260712,7,28.205195131027967,2,0.0,3,34.129807912381466,1
52,PLC7,ns-plc7,192.168.7.1,1,0,0,,,,,,,,,,,,,,,,,,,3.8139584766375947,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PLC1,ns-plc1,192.168.1.1,4,1,2,PLC2_T1:non-local source prefix PLC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,True,1,35.64906368485255,5,2.9759547823477894,4,95.01194114630108,2,95.03047534350749,3,True,True,,,,,,,,,,,,,,
53,PLC7,ns-plc7,192.168.7.1,1,0,0,,,,,,,,,,,,,,,,,,,3.87667408696079,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PLC9,ns-plc9,192.168.9.1,1,0,0,,,,,,,,,,,,,,,4.627424247223217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PLC1,ns-plc1,192.168.1.1,4,1,2,PLC2_T1:non-local source prefix PLC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,True,1,35.653724170333795,5,2.9759588758408695,4,95.00320704763111,2,95.02173869762703,3,True,True,,,,,,,,,,,,,,
53,PLC3,ns-plc3,192.168.3.1,12,0,0,,,,,,,,,,,,,,,,,,,,,31.25687482429282,7,94.73234408455997,4,28.77039167902188,5,28.67718768505501,3,69.71601093827913,6,30.356873860179256,8,32.59770497002022,9,0.0,10,0.0,11,0.0,12,1.5591098269649422,1,89.56956599553223,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PLC4,ns-plc4,192.168.4.1,2,2,3,PLC7_T5:non-local source prefix PLC7 | PLC9_T7:non-local source prefix PLC9,True,1,False,2,True,0,5.156552541649404,3,4.3109748199314595,4,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
